<name3> = <val6>	<name3> に <val6> を入れる
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> を分割した結果をリスト型に直した結果を <name1> にする
<name6> = <name5> . split ( <name1> , <val2> )	<name1> を区切り文字、最大分割数を <val2> に指定して <name5> 文字列を分割した結果をリストに直して、 <name6> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリストに直して、 <name1> とする
<name6> = <name5> . split ( <name3> , <val2> )	<name3> を区切り文字、最大分割数を <val2> に指定して <name5> 文字列を分割した結果をリストに直された結果を <name6> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリストに直された結果を <name1> とする
<name3> = <name1> . split ( <name2> , <val5> )	<name2> を区切り文字、最大分割数を <val5> に指定して <name1> 文字列を分割した結果をリストに置き換えて、 <name3> に代入する
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリストに置き換えて、 <name1> に代入する
<name1> = <name3> . split ( <name6> , <val5> )	<name6> を区切り文字、最大分割数を <val5> に指定して <name3> 文字列を分割した結果をリストに置き換えた結果を <name1> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリストに置き換えた結果を <name1> とする
<name3> = <name2> . split ( <name4> , <val1> )	<name4> を区切り文字、最大分割数を <val1> に指定して <name2> 文字列を分割した結果をリスト型に置き換え、 <name3> に代入する
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリスト型に置き換え、 <name1> に代入する
<name4> = <name6> . split ( <name1> , <val3> )	<name1> を区切り文字、最大分割数を <val3> に指定して <name6> 文字列を分割した結果をリスト型に置き換えた結果を <name4> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリスト型に置き換えた結果を <name1> とする
<name5> = <name1> . split ( <name2> , <val6> )	<name2> を区切り文字、最大分割数を <val6> に設定して <name1> 文字列を分割した結果をリストにして返して、 <name5> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name2> 文字列を分割した結果をリストにして返して、 <name1> とする
<name1> = <name3> . split ( <name4> , <val2> )	<name4> を区切り文字、最大分割数を <val2> に設定して <name3> 文字列を分割した結果をリストにして返した結果を <name1> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name2> 文字列を分割した結果をリストにして返した結果を <name1> とする
<name6> = <name4> . split ( <name1> , <val2> )	<name1> を区切り文字、最大分割数を <val2> に設定して <name4> 文字列を分割した結果をリストにして、 <name6> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name2> 文字列を分割した結果をリストにして、 <name1> とする
<name6> = <name2> . split ( <name4> , <val1> )	<name4> を区切り文字、最大分割数を <val1> に設定して <name2> 文字列を分割した結果をリストにされた結果を <name6> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name2> 文字列を分割した結果をリストにされた結果を <name1> とする
<name6> = <name5> . split ( <name4> , <val3> )	<name4> を区切り文字、最大分割数を <val3> として文字列 <name5> を分割した結果をリストにして返して、 <name6> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> として文字列 <name2> を分割した結果をリストにして返して、 <name1> とする
<name3> = <name1> . split ( <name5> , <val4> )	<name5> を区切り文字、最大分割数を <val4> として文字列 <name1> を分割した結果をリストにして返した結果を <name3> にする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> として文字列 <name2> を分割した結果をリストにして返した結果を <name1> にする
<name6> = <name2> . split ( <name5> , <val1> )	<name5> を区切り文字、最大分割数を <val1> に設定して <name2> 文字列を分割した結果をリスト型に置き換え、 <name6> にする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name2> 文字列を分割した結果をリスト型に置き換え、 <name1> にする
<name2> = <name6> . split ( <name4> , <val3> )	<name4> を区切り文字、最大分割数を <val3> に設定して <name6> 文字列を分割した結果をリスト型に置き換えた結果を <name2> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に設定して <name2> 文字列を分割した結果をリスト型に置き換えた結果を <name1> とする
<name2> = <name1> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name1> 文字列を分割した結果をリストにし、 <name2> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリストにし、 <name1> とする
<name6> = <name3> . split ( <name5> , <val1> )	<name5> を区切り文字、最大分割数を <val1> に指定して <name3> 文字列を分割した結果をリストにした結果を <name6> とする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリストにした結果を <name1> とする
<name3> = <name5> . split ( <name1> , <val2> )	<name1> を区切り文字、最大分割数を <val2> に指定して <name5> を分割した結果をリスト型にして、 <name3> に代入する
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> を分割した結果をリスト型にして、 <name1> に代入する
<name5> = <name4> . split ( <name1> , <val6> )	<name1> を区切り文字、最大分割数を <val6> に指定して <name4> を分割した結果をリスト型にした結果を <name5> にする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> を分割した結果をリスト型にした結果を <name1> にする
<name5> = <name4> . split ( <name3> , <val6> )	<name3> を区切り文字、最大分割数を <val6> に指定して <name4> 文字列を分割した結果をリスト型に直して、 <name5> に代入する
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリスト型に直して、 <name1> に代入する
<name2> = <name4> . split ( <name3> , <val1> )	<name3> を区切り文字、最大分割数を <val1> に指定して <name4> 文字列を分割した結果をリスト型に直された結果を <name2> にする
<name1> = <name2> . split ( <name3> , <val4> )	<name3> を区切り文字、最大分割数を <val4> に指定して <name2> 文字列を分割した結果をリスト型に直された結果を <name1> にする
<name1> = <name6> . split ( <name3> , <val5> )	<name3> を区切り文字、最大分割数を <val5> に設定して <name6> を分割した結果をリストにして返して、 <name1> に代入する
